MC Sample name,Events,Generator,MadGraph5 Gridpack Location: /afs/cern.ch/work/w/wshi/public/Run2017CentralMCGridPack/MSSMD,Pythia8 fragment (Same for all samples)
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_0p1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_0p1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_0p2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_0p2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_0p5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_0p5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_3_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_3_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_10_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_10_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_20_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_20_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_50_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_50_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_10_cT_100_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_10_cT_100_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_0_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_0_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_0p05_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_0p05_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_0p1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_0p1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_0p2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_0p2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_0p5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_0p5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_3_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_3_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_10_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_10_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_20_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_20_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_50_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_50_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_15_cT_100_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_15_cT_100_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_0_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_0_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_0p05_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_0p05_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_0p1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_0p1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_0p2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_0p2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_0p5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_0p5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_3_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_3_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_10_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_10_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_20_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_20_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_50_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_50_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_25_cT_100_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_25_cT_100_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_0_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_0_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_0p05_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_0p05_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_0p1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_0p1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_0p2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_0p2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_0p5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_0p5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_3_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_3_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_10_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_10_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_20_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_20_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_50_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_50_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_35_cT_100_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_35_cT_100_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_0_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_0_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_0p05_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_0p05_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_0p1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_0p1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_0p2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_0p2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_0p5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_0p5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_1_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_1_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_2_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_2_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_3_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_3_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_5_13TeV,"100,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_5_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_10_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_10_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_20_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_20_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_50_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_50_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
DarkSUSY_mH_125_mN1_60_mGammaD_58_cT_100_13TeV,"300,000",MadGraph5 + Pythia8,MSSMD_Mneu1_60_MAD_58_cT_100_slc6_amd64_gcc481_CMSSW_7_1_30_tarball.tar.xz,https://github.com/weishi10141993/DarkSector/blob/master/Pythia8HadronizerFilter_13TeV_cfi.py
TOTAL,"672,500,000",,,